Age,EmployeeNumber,Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PercentSalaryHike,Attrition Flag,Age Group,Income Group,Tenure Group,Salary Hike Group
33,1549,No,Research & Development,28,4,Life Sciences,2,Male,3,2,Laboratory Technician,3,Married,5207,1,Yes,2,15,3,15,14,5,7,12,0,Mid,Medium,Long,Low
40,1550,No,Human Resources,6,2,Medical,3,Male,3,4,Manager,4,Single,16437,1,Yes,4,21,3,21,7,7,7,21,0,Mid,High,Long,High
24,1551,No,Research & Development,21,2,Technical Degree,3,Male,2,1,Laboratory Technician,1,Divorced,2296,0,No,2,2,3,1,1,0,0,14,0,Young,Low,Early,Medium
40,1552,No,Research & Development,8,2,Life Sciences,4,Male,3,2,Healthcare Representative,4,Divorced,4069,3,Yes,3,8,3,2,2,2,2,18,0,Mid,Low,Early,High
45,1553,No,Research & Development,1,4,Technical Degree,1,Male,3,3,Healthcare Representative,2,Divorced,7441,1,No,1,10,3,10,8,7,7,12,0,Senior,Medium,Long,Low
35,1554,No,Sales,28,4,Life Sciences,2,Female,2,1,Sales Representative,3,Married,2430,0,No,1,6,3,5,3,4,2,23,0,Mid,Low,Mid,High
32,1555,No,Research & Development,5,2,Life Sciences,4,Female,2,2,Research Scientist,2,Married,5878,3,No,1,12,3,7,1,2,5,12,0,Mid,Medium,Long,Low
36,1556,No,Sales,2,4,Life Sciences,3,Male,3,1,Sales Representative,4,Single,2644,3,Yes,4,7,2,3,2,1,2,21,0,Mid,Low,Mid,High
48,1557,No,Sales,16,4,Life Sciences,3,Female,3,2,Sales Executive,3,Divorced,6439,8,No,3,18,3,8,7,7,7,14,0,Senior,Medium,Long,Medium
29,1558,No,Research & Development,9,3,Life Sciences,3,Male,4,1,Research Scientist,3,Married,2451,6,No,1,5,2,1,0,0,0,18,0,Young,Low,Early,High
33,1560,No,Sales,8,4,Life Sciences,1,Male,3,2,Sales Executive,1,Married,6392,2,No,4,8,1,2,2,2,2,13,0,Mid,Medium,Early,Medium
30,1562,Yes,Sales,1,3,Life Sciences,2,Male,2,2,Sales Executive,1,Married,9714,1,No,4,10,3,10,8,6,7,11,1,Mid,Medium,Long,Low
38,1563,No,Human Resources,10,4,Human Resources,3,Male,3,2,Human Resources,3,Married,6077,3,No,3,10,3,6,3,1,2,11,0,Mid,Medium,Mid,Low
35,1564,No,Research & Development,1,3,Medical,4,Male,2,1,Laboratory Technician,1,Single,2450,1,No,2,3,3,3,0,1,2,19,0,Mid,Low,Mid,High
30,1568,No,Sales,29,4,Technical Degree,3,Male,3,3,Sales Executive,2,Married,9250,3,No,2,9,3,4,2,1,3,12,0,Mid,Medium,Mid,Low
35,1569,Yes,Research & Development,2,3,Life Sciences,1,Female,3,1,Laboratory Technician,1,Divorced,2074,1,Yes,4,1,3,1,0,0,0,12,1,Mid,Low,Early,Low
53,1572,Yes,Research & Development,2,5,Technical Degree,3,Female,2,3,Manufacturing Director,4,Married,10169,0,No,2,34,3,33,7,1,9,16,1,Senior,High,Long,Medium
38,1573,Yes,Research & Development,2,3,Medical,3,Male,3,2,Manufacturing Director,2,Married,4855,4,No,1,7,3,5,2,1,4,11,1,Mid,Low,Mid,Low
32,1574,No,Research & Development,1,4,Technical Degree,4,Male,3,2,Research Scientist,1,Married,4087,4,No,2,9,2,6,5,1,2,14,0,Mid,Low,Mid,Medium
48,1576,No,Research & Development,15,4,Other,3,Female,3,1,Research Scientist,1,Married,2367,8,No,4,10,2,8,2,7,6,12,0,Senior,Low,Long,Low
34,1577,No,Research & Development,7,4,Medical,1,Male,3,1,Research Scientist,4,Single,2972,1,No,3,1,1,1,0,0,0,13,0,Mid,Low,Early,Medium
55,1578,No,Sales,26,5,Marketing,3,Male,2,5,Manager,4,Married,19586,1,No,3,36,3,36,6,2,13,21,0,Senior,High,Long,High
34,1580,No,Research & Development,1,4,Life Sciences,2,Male,3,2,Research Scientist,4,Married,5484,9,No,2,9,2,2,2,2,1,17,0,Mid,Medium,Early,Medium
26,1581,No,Research & Development,3,3,Life Sciences,1,Female,3,1,Research Scientist,4,Married,2061,1,No,1,1,3,1,0,0,0,21,0,Young,Low,Early,High
38,1582,No,Sales,14,3,Life Sciences,3,Male,3,2,Sales Executive,2,Married,9924,0,No,4,10,3,9,8,7,7,11,0,Mid,Medium,Long,Low
38,1583,No,Sales,16,3,Life Sciences,2,Female,3,2,Sales Executive,2,Single,4198,2,No,2,8,4,3,2,1,2,12,0,Mid,Low,Mid,Low
36,1585,No,Sales,1,4,Life Sciences,2,Female,3,2,Sales Executive,3,Single,6815,6,No,1,15,3,1,0,0,0,13,0,Mid,Medium,Early,Medium
29,1586,No,Research & Development,3,1,Medical,2,Male,3,1,Laboratory Technician,1,Single,4723,1,Yes,4,10,3,10,9,1,5,18,0,Young,Low,Long,High
35,1587,No,Research & Development,10,4,Medical,1,Female,3,2,Healthcare Representative,3,Single,6142,3,Yes,3,10,3,5,2,0,4,16,0,Mid,Medium,Mid,Medium
39,1588,No,Sales,6,3,Medical,4,Male,4,3,Sales Executive,3,Married,8237,2,No,1,11,3,7,6,7,6,11,0,Mid,Medium,Long,Low
29,1590,No,Research & Development,2,1,Life Sciences,1,Male,3,2,Healthcare Representative,4,Divorced,8853,1,No,4,6,4,6,4,1,3,19,0,Young,Medium,Mid,High
50,1591,No,Sales,9,3,Marketing,3,Male,3,5,Manager,3,Married,19331,4,Yes,3,27,3,1,0,0,0,16,0,Senior,High,Early,Medium
23,1592,No,Research & Development,10,3,Technical Degree,4,Male,4,1,Research Scientist,3,Married,2073,2,No,4,4,3,2,2,2,2,16,0,Young,Low,Early,Medium
36,1594,No,Research & Development,6,4,Life Sciences,1,Male,4,2,Laboratory Technician,1,Married,5562,3,Yes,4,9,3,3,2,0,2,13,0,Mid,Medium,Mid,Medium
42,1595,No,Research & Development,9,2,Other,4,Male,2,5,Manager,4,Single,19613,8,No,4,24,3,1,0,0,1,22,0,Mid,High,Early,High
35,1596,No,Research & Development,28,3,Life Sciences,2,Male,4,2,Laboratory Technician,3,Married,3407,1,No,4,10,2,10,9,6,8,17,0,Mid,Low,Long,Medium
34,1597,No,Research & Development,10,4,Technical Degree,4,Male,2,2,Healthcare Representative,3,Married,5063,1,No,2,8,2,8,2,7,7,14,0,Mid,Medium,Long,Medium
40,1598,No,Sales,14,2,Life Sciences,4,Female,3,2,Sales Executive,1,Married,4639,1,No,3,5,3,5,4,1,2,15,0,Mid,Low,Mid,Medium
43,1599,No,Research & Development,27,3,Technical Degree,4,Male,4,1,Laboratory Technician,2,Divorced,4876,5,No,3,8,3,6,4,0,2,12,0,Mid,Low,Mid,Low
35,1601,No,Research & Development,7,2,Life Sciences,3,Male,2,1,Laboratory Technician,4,Married,2690,1,No,4,1,2,1,0,0,1,18,0,Mid,Low,Early,High
46,1602,No,Sales,1,4,Life Sciences,4,Male,4,4,Manager,1,Single,17567,1,No,2,27,1,26,0,0,12,15,0,Senior,High,Long,Medium
28,1604,Yes,Research & Development,24,3,Medical,3,Male,3,1,Laboratory Technician,2,Married,2408,1,Yes,3,1,3,1,1,0,0,17,1,Young,Low,Early,Medium
22,1605,No,Research & Development,26,2,Other,2,Female,2,1,Research Scientist,3,Married,2814,1,Yes,2,4,2,4,2,1,3,14,0,Young,Low,Mid,Medium
50,1606,No,Research & Development,20,5,Medical,2,Male,3,4,Healthcare Representative,3,Married,11245,2,Yes,3,32,3,30,8,12,13,15,0,Senior,High,Long,Medium
32,1607,No,Research & Development,5,4,Other,2,Female,4,1,Research Scientist,4,Married,3312,3,No,4,6,3,3,2,0,2,17,0,Mid,Low,Mid,Medium
44,1608,No,Research & Development,7,3,Medical,2,Female,3,5,Research Director,4,Divorced,19049,0,Yes,4,23,2,22,7,1,10,14,0,Mid,High,Long,Medium
30,1609,No,Research & Development,7,3,Medical,2,Male,2,1,Research Scientist,2,Married,2141,1,No,2,6,2,6,4,1,1,12,0,Mid,Low,Mid,Low
45,1611,No,Research & Development,5,5,Medical,3,Female,1,2,Laboratory Technician,1,Single,5769,1,Yes,1,10,3,10,7,1,4,14,0,Senior,Medium,Long,Medium
45,1612,No,Sales,26,3,Marketing,1,Male,2,2,Sales Executive,1,Married,4385,1,No,1,10,3,10,7,4,5,15,0,Senior,Low,Long,Medium
31,1613,No,Sales,2,4,Other,4,Male,3,2,Sales Executive,1,Single,5332,7,No,4,10,3,5,2,0,3,13,0,Mid,Medium,Mid,Medium
36,1614,No,Research & Development,12,4,Life Sciences,3,Female,3,2,Manufacturing Director,3,Married,4663,9,Yes,2,7,3,3,2,1,1,12,0,Mid,Low,Mid,Low
34,1615,No,Research & Development,10,4,Life Sciences,3,Male,4,2,Manufacturing Director,4,Divorced,4724,1,No,1,9,3,9,7,7,2,13,0,Mid,Low,Long,Medium
49,1617,No,Research & Development,25,4,Life Sciences,3,Female,3,1,Laboratory Technician,1,Married,3211,1,No,4,10,2,9,6,1,4,14,0,Senior,Low,Long,Medium
39,1618,No,Research & Development,10,5,Medical,2,Male,3,2,Manufacturing Director,1,Married,5377,2,No,4,10,3,7,7,7,7,13,0,Mid,Medium,Long,Medium
27,1619,No,Research & Development,19,3,Other,4,Male,2,1,Laboratory Technician,1,Divorced,4066,1,No,1,7,3,7,7,0,7,11,0,Young,Low,Long,Low
35,1621,No,Research & Development,18,5,Life Sciences,2,Male,4,2,Research Scientist,1,Married,5208,1,No,4,16,3,16,15,1,10,11,0,Mid,Medium,Long,Low
28,1622,No,Research & Development,27,3,Medical,2,Female,1,2,Manufacturing Director,1,Divorced,4877,0,No,2,6,2,5,3,0,0,21,0,Young,Low,Mid,High
21,1623,No,Research & Development,5,1,Medical,3,Male,3,1,Research Scientist,4,Single,3117,1,No,3,3,3,2,2,2,2,18,0,Young,Low,Early,High
18,1624,Yes,Sales,3,2,Medical,2,Female,3,1,Sales Representative,4,Single,1569,1,Yes,3,0,4,0,0,0,0,12,1,Young,Low,Early,Low
47,1625,No,Human Resources,26,4,Life Sciences,4,Female,3,5,Manager,3,Married,19658,3,No,3,27,3,5,2,1,0,11,0,Senior,High,Mid,Low
39,1627,No,Research & Development,3,2,Medical,3,Male,2,2,Laboratory Technician,3,Divorced,3069,0,No,4,11,3,10,8,0,7,15,0,Mid,Low,Long,Medium
40,1628,No,Research & Development,15,3,Life Sciences,1,Female,2,3,Manufacturing Director,3,Married,10435,1,No,4,18,3,18,15,14,12,13,0,Mid,High,Long,Medium
35,1630,No,Research & Development,8,4,Life Sciences,3,Female,3,2,Healthcare Representative,3,Married,4148,1,No,4,15,3,14,11,2,9,12,0,Mid,Low,Long,Low
37,1631,No,Research & Development,19,3,Life Sciences,3,Male,3,2,Manufacturing Director,3,Married,5768,3,No,1,9,2,4,3,0,2,17,0,Mid,Medium,Mid,Medium
39,1633,No,Research & Development,4,3,Medical,1,Female,3,2,Manufacturing Director,3,Single,5042,0,No,4,10,1,9,2,3,8,13,0,Mid,Medium,Long,Medium
45,1635,No,Research & Development,2,2,Other,4,Female,2,2,Manufacturing Director,4,Divorced,5770,1,No,1,10,3,10,7,3,9,19,0,Senior,Medium,Long,High
38,1638,No,Research & Development,2,2,Medical,4,Female,2,3,Manufacturing Director,3,Married,7756,3,Yes,4,10,4,5,4,0,2,19,0,Mid,Medium,Mid,High
35,1639,Yes,Sales,10,3,Medical,4,Male,2,3,Sales Executive,1,Married,10306,9,No,3,15,3,13,12,6,0,17,1,Mid,High,Long,Medium
37,1640,No,Research & Development,10,3,Medical,2,Female,3,1,Research Scientist,2,Married,3936,1,No,1,8,1,8,4,7,7,11,0,Mid,Low,Long,Low
40,1641,No,Research & Development,16,3,Life Sciences,3,Female,3,3,Manufacturing Director,4,Single,7945,6,Yes,4,18,2,4,2,3,3,15,0,Mid,Medium,Mid,Medium
44,1642,No,Human Resources,1,5,Human Resources,1,Male,3,2,Human Resources,4,Married,5743,4,Yes,3,14,3,10,7,0,2,11,0,Mid,Medium,Long,Low
48,1644,No,Research & Development,4,5,Medical,3,Male,2,4,Manager,4,Married,15202,2,No,2,23,3,2,2,2,2,25,0,Senior,High,Early,High
35,1645,Yes,Sales,15,2,Medical,1,Male,1,2,Sales Executive,4,Divorced,5440,6,Yes,4,7,2,2,2,2,2,14,1,Mid,Medium,Early,Medium
24,1646,No,Research & Development,2,1,Technical Degree,1,Female,3,1,Research Scientist,4,Single,3760,1,Yes,3,6,3,6,3,1,3,13,0,Young,Low,Mid,Medium
27,1647,No,Research & Development,8,3,Medical,2,Female,4,1,Research Scientist,3,Married,3517,7,No,1,5,3,3,2,0,2,17,0,Young,Low,Mid,Medium
27,1648,No,Research & Development,2,3,Medical,4,Male,3,1,Research Scientist,4,Single,2580,2,No,3,6,2,4,2,1,2,13,0,Young,Low,Mid,Medium
40,1649,Yes,Research & Development,7,3,Life Sciences,1,Male,3,1,Laboratory Technician,1,Single,2166,3,Yes,2,10,1,4,2,0,3,14,1,Mid,Low,Mid,Medium
29,1650,No,Sales,10,3,Medical,3,Male,2,2,Sales Executive,3,Single,5869,9,No,3,8,3,5,2,1,4,11,0,Young,Medium,Mid,Low
36,1651,No,Research & Development,5,4,Life Sciences,2,Female,3,3,Healthcare Representative,1,Married,8008,4,No,3,9,3,3,2,0,2,12,0,Mid,Medium,Mid,Low
25,1653,No,Research & Development,2,1,Life Sciences,4,Male,4,2,Manufacturing Director,3,Divorced,5206,1,No,3,7,3,7,7,0,7,17,0,Young,Medium,Long,Medium
39,1654,No,Research & Development,12,3,Medical,4,Male,3,2,Manufacturing Director,2,Married,5295,4,No,3,7,3,5,4,1,0,21,0,Mid,Medium,Mid,High
49,1655,No,Research & Development,22,4,Other,1,Female,3,4,Research Director,2,Married,16413,3,No,2,27,3,4,2,1,2,16,0,Senior,High,Mid,Medium
50,1656,No,Research & Development,17,5,Life Sciences,4,Female,2,3,Research Director,1,Divorced,13269,5,No,3,19,3,14,11,1,11,15,0,Senior,High,Long,Medium
20,1657,No,Sales,2,3,Medical,3,Female,3,1,Sales Representative,3,Single,2783,1,No,1,2,3,2,2,2,2,19,0,Young,Low,Early,High
34,1658,No,Research & Development,3,3,Life Sciences,4,Female,3,2,Research Scientist,2,Divorced,5433,1,No,3,11,3,11,8,7,9,12,0,Mid,Medium,Long,Low
36,1659,No,Research & Development,7,3,Life Sciences,1,Male,3,1,Laboratory Technician,2,Single,2013,2,No,3,15,3,4,3,1,3,11,0,Mid,Low,Mid,Low
49,1661,No,Research & Development,6,1,Life Sciences,3,Female,2,4,Healthcare Representative,3,Married,13966,2,Yes,2,30,3,15,11,2,12,19,0,Senior,High,Long,High
36,1662,No,Research & Development,1,4,Medical,4,Female,2,2,Manufacturing Director,3,Married,4374,0,No,3,4,3,3,2,1,2,15,0,Mid,Low,Mid,Medium
36,1664,No,Research & Development,3,2,Life Sciences,4,Male,4,2,Healthcare Representative,1,Divorced,6842,6,No,1,13,3,5,4,0,4,20,0,Mid,Medium,Mid,High
54,1665,No,Research & Development,22,5,Medical,2,Female,3,4,Manager,3,Married,17426,3,No,3,36,3,10,8,4,7,25,0,Senior,High,Long,High
43,1666,No,Research & Development,15,2,Life Sciences,3,Male,2,4,Research Director,3,Married,17603,1,No,1,14,3,14,10,6,11,24,0,Mid,High,Long,High
35,1667,Yes,Sales,12,4,Other,4,Male,3,2,Sales Executive,4,Single,4581,3,Yes,1,13,4,11,9,6,7,24,1,Mid,Low,Long,High
38,1668,No,Research & Development,1,3,Life Sciences,4,Male,3,2,Research Scientist,4,Married,4735,7,No,4,19,4,13,11,2,9,15,0,Mid,Low,Long,Medium
29,1669,No,Sales,5,3,Medical,1,Male,2,2,Sales Executive,2,Divorced,4187,1,Yes,2,10,2,10,0,0,9,13,0,Young,Low,Long,Medium
33,1670,No,Sales,2,4,Medical,4,Male,3,2,Sales Executive,4,Divorced,5505,1,No,3,6,3,6,2,0,4,14,0,Mid,Medium,Mid,Medium
32,1671,No,Research & Development,2,3,Medical,4,Male,3,2,Research Scientist,2,Divorced,5470,0,No,3,10,2,9,5,1,6,13,0,Mid,Medium,Long,Medium
31,1673,No,Sales,5,4,Life Sciences,1,Female,3,2,Sales Executive,4,Married,5476,1,No,1,10,3,10,0,0,2,11,0,Mid,Medium,Long,Low
49,1674,No,Research & Development,16,3,Medical,4,Female,3,1,Laboratory Technician,1,Divorced,2587,4,Yes,2,17,2,2,2,2,2,16,0,Senior,Low,Early,Medium
38,1675,No,Research & Development,2,3,Medical,4,Female,2,1,Laboratory Technician,2,Single,2440,1,No,2,4,3,4,3,3,3,22,0,Mid,Low,Mid,High
47,1676,No,Sales,2,4,Life Sciences,2,Female,4,4,Manager,2,Divorced,15972,6,No,3,29,3,3,2,1,2,14,0,Senior,High,Mid,Medium
49,1677,No,Research & Development,1,3,Life Sciences,3,Male,3,4,Manager,3,Single,15379,4,No,1,23,3,8,7,0,0,14,0,Senior,High,Long,Medium
41,1678,No,Sales,23,2,Life Sciences,4,Male,3,3,Sales Executive,3,Single,7082,3,Yes,4,21,3,2,0,0,2,16,0,Mid,Medium,Early,Medium
20,1680,No,Sales,9,1,Life Sciences,4,Male,3,1,Sales Representative,1,Single,2728,1,No,1,2,3,2,2,0,2,11,0,Young,Low,Early,Low
33,1681,No,Sales,16,3,Life Sciences,3,Female,3,2,Sales Executive,4,Divorced,5368,1,Yes,3,7,3,6,5,1,2,25,0,Mid,Medium,Mid,High
36,1682,No,Research & Development,26,4,Life Sciences,1,Male,3,2,Healthcare Representative,3,Married,5347,6,No,2,10,2,3,2,0,2,14,0,Mid,Medium,Mid,Medium
44,1683,No,Human Resources,1,3,Life Sciences,3,Female,3,1,Human Resources,4,Divorced,3195,4,Yes,1,8,3,2,2,2,2,18,0,Mid,Low,Early,High
23,1684,Yes,Research & Development,8,1,Medical,4,Male,2,1,Laboratory Technician,3,Single,3989,1,Yes,1,5,3,5,4,1,2,11,1,Young,Low,Mid,Low
38,1687,No,Research & Development,4,2,Medical,4,Female,3,1,Laboratory Technician,3,Married,3306,7,No,4,7,2,0,0,0,0,19,0,Mid,Low,Early,High
53,1689,No,Research & Development,24,4,Medical,2,Male,4,3,Healthcare Representative,4,Married,7005,3,No,3,11,3,4,3,1,2,15,0,Senior,Medium,Mid,Medium
48,1691,Yes,Sales,7,2,Medical,4,Female,3,1,Sales Representative,3,Married,2655,2,Yes,3,19,3,9,7,7,7,11,1,Senior,Low,Long,Low
32,1692,Yes,Research & Development,2,4,Life Sciences,4,Male,3,1,Laboratory Technician,2,Single,1393,1,No,1,1,3,1,0,0,0,12,1,Mid,Low,Early,Low
26,1693,No,Research & Development,7,3,Medical,4,Male,3,1,Laboratory Technician,4,Single,2570,1,No,3,7,3,7,7,5,7,20,0,Young,Low,Long,High
55,1694,No,Research & Development,22,3,Technical Degree,1,Male,2,1,Research Scientist,2,Divorced,3537,5,No,4,8,3,4,2,1,2,12,0,Senior,Low,Mid,Low
34,1696,No,Research & Development,5,2,Medical,2,Male,2,2,Laboratory Technician,4,Married,3986,1,No,3,15,4,15,10,4,13,14,0,Mid,Low,Long,Medium
60,1697,No,Research & Development,1,4,Medical,3,Male,1,3,Healthcare Representative,4,Divorced,10883,3,No,3,19,4,1,0,0,0,20,0,Senior,High,Early,High
33,1698,No,Research & Development,21,3,Medical,2,Male,4,1,Laboratory Technician,2,Married,2028,1,No,4,14,3,14,11,2,13,18,0,Mid,Low,Long,High
37,1700,No,Sales,1,4,Medical,3,Male,1,2,Sales Executive,4,Divorced,9525,1,No,3,6,2,6,3,1,3,14,0,Mid,Medium,Mid,Medium
34,1701,No,Research & Development,19,3,Life Sciences,2,Female,2,1,Research Scientist,4,Married,2929,1,No,2,10,3,10,9,8,7,12,0,Mid,Low,Long,Low
23,1702,Yes,Sales,7,3,Life Sciences,3,Male,3,1,Sales Representative,4,Divorced,2275,1,Yes,2,3,3,3,2,0,2,21,1,Young,Low,Mid,High
44,1703,No,Research & Development,2,3,Life Sciences,3,Female,4,3,Healthcare Representative,4,Married,7879,1,Yes,2,9,3,8,7,6,7,19,0,Mid,Medium,Long,High
35,1704,No,Research & Development,2,4,Medical,1,Male,2,1,Research Scientist,4,Single,4930,0,Yes,3,6,4,5,4,1,4,14,0,Mid,Low,Mid,Medium
43,1706,No,Sales,2,3,Medical,4,Male,3,2,Sales Executive,4,Married,7847,1,Yes,1,10,3,10,9,8,8,17,0,Mid,Medium,Long,Medium
24,1707,No,Research & Development,9,3,Medical,3,Male,4,1,Research Scientist,3,Married,4401,1,No,4,5,3,5,3,0,4,16,0,Young,Low,Mid,Medium
41,1708,No,Sales,6,3,Marketing,4,Male,3,3,Sales Executive,3,Single,9241,1,No,2,10,3,10,8,8,7,12,0,Mid,Medium,Long,Low
29,1709,No,Research & Development,9,4,Medical,4,Female,3,1,Laboratory Technician,3,Married,2974,9,No,3,9,3,5,3,1,2,17,0,Young,Low,Mid,Medium
36,1710,No,Sales,2,4,Life Sciences,3,Female,3,2,Sales Representative,4,Single,4502,3,No,3,17,2,13,7,6,7,15,0,Mid,Low,Long,Medium
45,1712,No,Research & Development,1,1,Life Sciences,3,Male,2,3,Healthcare Representative,3,Married,10748,3,No,4,25,2,23,15,14,4,23,0,Senior,High,Long,High
24,1714,Yes,Human Resources,22,1,Human Resources,4,Male,1,1,Human Resources,3,Married,1555,1,No,3,1,3,1,0,0,0,11,1,Young,Low,Early,Low
47,1716,Yes,Sales,9,3,Life Sciences,3,Male,1,4,Sales Executive,3,Married,12936,7,No,3,25,1,23,5,14,10,11,1,Senior,High,Long,Low
26,1718,No,Research & Development,17,4,Medical,4,Male,1,1,Laboratory Technician,3,Married,2305,1,No,3,3,4,3,2,0,2,15,0,Young,Low,Mid,Medium
45,1719,No,Research & Development,28,2,Technical Degree,4,Female,2,4,Research Director,2,Single,16704,1,No,3,21,3,21,6,8,6,11,0,Senior,High,Long,Low
32,1720,No,Research & Development,10,3,Life Sciences,1,Male,3,1,Research Scientist,3,Married,3433,6,No,1,10,2,5,2,1,3,13,0,Mid,Low,Mid,Medium
31,1721,No,Research & Development,2,4,Life Sciences,2,Male,3,1,Laboratory Technician,3,Married,3477,1,No,4,6,4,5,2,0,3,14,0,Mid,Low,Mid,Medium
41,1722,No,Human Resources,4,3,Human Resources,3,Male,1,2,Human Resources,2,Married,6430,6,No,2,10,3,3,2,1,2,19,0,Mid,Medium,Mid,High
40,1724,No,Research & Development,8,2,Life Sciences,2,Female,3,2,Manufacturing Director,1,Married,6516,2,Yes,2,18,3,1,0,0,0,16,0,Mid,Medium,Early,Medium
24,1725,No,Research & Development,29,1,Medical,2,Male,3,1,Laboratory Technician,1,Divorced,3907,1,No,2,6,4,6,2,1,2,13,0,Young,Low,Mid,Medium
46,1727,No,Research & Development,13,4,Life Sciences,3,Male,3,2,Healthcare Representative,2,Single,5562,6,No,4,19,3,10,7,0,9,14,0,Senior,Medium,Long,Medium
35,1728,No,Research & Development,27,4,Life Sciences,4,Male,3,2,Manufacturing Director,3,Married,6883,2,No,2,17,3,7,7,0,7,16,0,Mid,Medium,Long,Medium
30,1729,No,Research & Development,16,1,Life Sciences,2,Male,3,1,Research Scientist,4,Married,2862,1,No,2,10,2,10,0,0,8,12,0,Mid,Low,Long,Low
47,1731,No,Sales,2,4,Marketing,3,Male,3,2,Sales Executive,2,Married,4978,7,No,4,4,1,1,0,0,0,11,0,Senior,Low,Early,Low
46,1732,No,Sales,2,3,Life Sciences,3,Male,3,3,Sales Executive,4,Divorced,10368,4,Yes,2,13,2,10,6,0,3,12,0,Senior,High,Long,Low
36,1733,Yes,Sales,13,5,Marketing,2,Male,2,2,Sales Executive,1,Divorced,6134,5,Yes,2,16,3,2,2,2,2,13,1,Mid,Medium,Early,Medium
32,1734,Yes,Sales,1,2,Life Sciences,1,Male,1,2,Sales Executive,2,Single,6735,6,No,2,10,3,0,0,0,0,15,1,Mid,Medium,Early,Medium
23,1735,No,Research & Development,4,1,Medical,3,Female,3,1,Laboratory Technician,2,Single,3295,1,No,3,3,1,3,2,1,2,13,0,Young,Low,Mid,Medium
31,1736,No,Research & Development,24,1,Technical Degree,4,Female,3,2,Manufacturing Director,4,Single,5238,2,No,4,9,2,5,4,1,4,20,0,Mid,Medium,Mid,High
39,1737,No,Research & Development,1,3,Life Sciences,4,Male,3,2,Laboratory Technician,4,Married,6472,1,Yes,4,9,3,9,8,5,8,15,0,Mid,Medium,Long,Medium
32,1739,No,Sales,19,3,Life Sciences,4,Male,1,3,Sales Executive,3,Married,9610,3,No,3,10,1,4,3,0,2,13,0,Mid,Medium,Mid,Medium
40,1740,No,Sales,7,4,Medical,2,Male,3,5,Manager,2,Single,19833,1,No,2,21,2,21,8,12,8,14,0,Mid,High,Long,Medium
45,1744,No,Human Resources,4,3,Life Sciences,3,Female,1,3,Human Resources,3,Married,9756,4,No,3,9,4,5,0,0,3,21,0,Senior,Medium,Mid,High
30,1745,No,Research & Development,2,4,Technical Degree,4,Female,2,1,Research Scientist,1,Single,4968,0,No,4,10,3,9,7,0,7,16,0,Mid,Low,Long,Medium
24,1746,No,Human Resources,10,3,Medical,1,Male,3,1,Human Resources,4,Married,2145,0,No,4,3,3,2,2,2,1,14,0,Young,Low,Early,Medium
30,1747,Yes,Human Resources,8,3,Human Resources,3,Female,2,1,Human Resources,4,Divorced,2180,6,No,3,6,2,4,2,1,2,11,1,Mid,Low,Mid,Low
31,1749,No,Sales,5,3,Technical Degree,1,Male,3,2,Sales Executive,3,Married,8346,1,No,3,6,3,5,2,0,2,19,0,Mid,Medium,Mid,High
27,1751,No,Research & Development,8,3,Medical,3,Female,3,1,Research Scientist,4,Single,3445,1,No,3,6,2,6,2,1,4,11,0,Young,Low,Mid,Low
29,1752,Yes,Sales,9,3,Marketing,2,Female,1,1,Sales Representative,2,Single,2760,1,No,3,2,3,2,2,2,2,13,1,Young,Low,Early,Medium
29,1753,No,Research & Development,1,3,Life Sciences,4,Male,4,2,Healthcare Representative,3,Single,6294,8,Yes,4,10,4,3,2,0,2,12,0,Young,Medium,Mid,Low
30,1754,No,Sales,15,2,Marketing,3,Male,2,3,Sales Executive,1,Divorced,7140,2,No,1,12,3,7,7,1,7,11,0,Mid,Medium,Long,Low
34,1755,No,Research & Development,2,4,Medical,4,Male,4,1,Research Scientist,4,Married,2932,0,Yes,1,6,3,5,0,1,2,14,0,Mid,Low,Mid,Medium
33,1756,No,Sales,2,3,Marketing,4,Female,3,2,Sales Executive,2,Single,5147,8,No,4,13,2,11,7,1,7,15,0,Mid,Medium,Long,Medium
49,1757,No,Sales,11,4,Marketing,4,Female,3,2,Sales Executive,4,Single,4507,3,No,3,8,4,5,1,0,4,12,0,Senior,Low,Mid,Low
33,1758,Yes,Sales,16,3,Life Sciences,1,Female,3,3,Sales Executive,1,Single,8564,2,Yes,3,11,2,0,0,0,0,20,1,Mid,Medium,Early,High
38,1760,No,Research & Development,2,2,Medical,3,Female,2,1,Laboratory Technician,2,Married,2468,4,No,2,9,2,6,1,0,5,14,0,Mid,Low,Mid,Medium
31,1761,Yes,Sales,16,4,Marketing,1,Male,3,3,Sales Executive,3,Married,8161,2,No,1,10,3,1,0,0,0,13,1,Mid,Medium,Early,Medium
29,1762,No,Research & Development,4,3,Technical Degree,4,Female,2,1,Research Scientist,1,Divorced,2109,1,No,3,1,3,1,0,0,0,13,0,Young,Low,Early,Medium
30,1763,No,Research & Development,16,3,Life Sciences,3,Male,4,2,Healthcare Representative,3,Married,5294,3,No,3,10,3,7,0,1,7,16,0,Mid,Medium,Long,Medium
